CandidateID,Designation,Have you Completed your Graduation ?,Highest Educational Qualification,Total no of years Experience [before joining Piramal],Previous Industry worked with [before joining Piramal],Name of your Previous Organization / Company,How many Organization that you have worked before joining Piramal Finance ?,Average Incentive [per month] earned in your pervious company ?,How did you come to know about the role at Piramal Finance ?,Which Products you are selling in your pervious role ?,What was the average ticket size handled at your end in previous role ?,How many members are there in your family ?,How many are earning family members ? [Other then yourself]2,How many members are dependent on you ?,Department,DOJ,Location Code,Residential Pincode,Branch Pincode,Performance
EMP0556,DST,Full Time,Post Graduate,4,Others,BAJAJ AUTO FINANCE ,01-Feb,3K-7K,Others,Others;Car Loans / Used Car Loans;, INR 2L - INR 5L,5 & Above members,1,4,Business Loans,18-07-22,6017,503002,503001,1
EMP0692,DST,Full Time,Graduate,3,Others,Oppo india pvt ltd.,01-Feb,7K-10K,Consultant / Partners,Others;Car Loans / Used Car Loans;,INR 5L - INR 15L,5 & Above members,150000,0,Affordable Housing,29-08-22,6360,244713,244713,1
EMP0629,DST,Full Time,Graduate,6,Others,BIZCON INNOVATION PVT LTD (YOJAK),03-May,7K-10K,Referral,Others;Current / Saving account [CASA];,INR 5L - INR 15L,1 - 2 members,1,1,Affordable Housing,05-12-22,6356,786001,786001,0
EMP0932,DST,,,,NBFC,,,Above 10K,External consultant,Current Account â Saving Account/Others,INR 5L - INR 10L,3 - 4 members,,2,Affordable Housing,03-04-23,6035,600008,600010,0
EMP0253,DST,Full Time,Post Graduate,2,others,Manju group ,03-May,3K-7K,Referral,Others;,Fresher,5 & Above members,0,4,Mass Affluent Housing,17-11-23,6030,604304,605005,1
EMP0810,DST,,,0,NBFC,,0 / Fresher,Above 10K,Referral,Loan Against Property/ Secured Business Loan,INR 10L and above,3 - 4 members,,0,Secured Business Loan,26-06-23,6246,248001,248001,0
EMP0586,DST,Full Time,Graduate,4.5,NBFC,Shriram transport finance Company Ltd ,03-May,Above 10K,Advertisement / Job Portal,Car Loans / Used Car Loans;Others;,INR 15L and above,5 & Above members,4,2,Affordable Housing,04-05-23,6426,411048,412308,0
EMP0525,DST,Full Time,Graduate,5,Others,Flipkart wholesale ,03-May,3K-7K,Consultant / Partners,Others;FMCG;, INR 2L - INR 5L,5 & Above members,2,2,Sales,09-08-22,6214,834005,834001,1
EMP0280,DST,Full Time,Post Graduate,4,Banking,Yesbank ltd,01-Feb,Above 10K,Referral,Personal Loans;Others;,INR 15L and above,3 - 4 members,1,4,Sales,10-11-23,6059,636502,636004,1
EMP0906,DST,Full Time,Graduate,3.166666667,NBFC,,01-Feb,7K-10K,Referral,Housing Loan,INR 10L and above,3 - 4 members,,2,Mass Affluent Housing,15-05-23,6367,560079,562123,1
EMP0439,DST,Full Time,Post Graduate,2,Others,Magicbrics reality services ,01-Feb,Nil,Referral,Housing Loans;FMCG;,INR 15L and above,5 & above members,2,2,Mass Affluent Housing,22-05-23,6192,411046,411037,0
EMP0920,DST,,,,NBFC,,,Above 10K,External consultant,Loan Against Property/ Secured Business Loan,INR 10L and above,5 & Above members,,0,Secured Business Loan,03-03-22,2050,600083,600017,1
EMP0294,DST,Full Time,Graduate,3,Banking,QUESS COORPERATION(AXIS BANK),03-May,Less than 3K,Referral,Housing Loans;Personal Loans;,INR 50K and below,3 - 4 members,1,2,Affordable Housing,13-04-23,6030,605003,605005,0
EMP0655,DST,Full Time,Post Graduate,3,Banking,ICICI Bank ,03-May,3K-7K,Referral,Housing Loans;Others;, INR 2L - INR 5L,5 & Above members,1,3,Affordable Housing,10-11-21,6256,401203,226010,0
EMP0161,DST,Full Time,Under Graduate,4,NBFC,TATA CAPITAL FINANCE ,01-Feb,Above 10K,Referral,Others;,INR 50K and below,3 - 4 members,2,4,Sales,05-09-22,6043,641001,641012,0
EMP0598,DST,Full Time,Graduate,6,NBFC,IIFL GOLD LOAN,03-May,3K-7K,Advertisement / Job Portal,Others;Housing Loans;, INR 2L - INR 5L,3 - 4 members,2,2,Affordable Housing,22-08-22,6005,530026,530016,1
EMP0652,DST,Full Time,Post Graduate,2,Others,Zerodha,01-Feb,3K-7K,Referral,MSME / SME Loans;Others;,INR 5L - INR 15L,5 & Above members,2,4,Business Loans,30-01-23,6095,591131,590001,0
EMP0096,DST,Full Time,Graduate,3,NBFC,TEAM LEASE SERVICES LIMITED DEPUTAED AT HERO FINCORP,01-Feb,Above 10K,Direct Application,MSME / SME Loans;,INR 5L - INR 15L,1 - 2 members,1,1,Sales,14-09-23,6216,734003,734001,1
EMP0020,DST,Full Time,Graduate,2,Banking,HDFC BANK ,01-Feb,Above 10K,Referral,Car Loans / Used Car Loans;Others;,INR 15L and above,3 - 4 members,1,4,Sales,03-10-22,6059,636302,636004,1
EMP0327,DST,Full Time,Graduate,5,NBFC,Axis Bank ,03-May,7K-10K,others,Personal Loans;Others;Current / Savings account [CASA];FMCG;, INR 2L - INR 5L,3 - 4 members,0,3,Affordable Housing,10-11-22,6196,424201,425001,0
EMP0573,DST,Full Time,Graduate,6,NBFC,L&t finecel services ,03-May,7K-10K,Direct Application,Housing Loans;Others;,INR 50K - INR 2L,3 - 4 members,4,0,Affordable Housing,06-04-23,6215,781325,781007,0
EMP0908,DST,,,3,Banking,,01-Feb,7K-10K,Referral,Personal Loan,INR 10L and above,3 - 4 members,,2,Sales,13-07-23,6022,500035,500035,0
EMP0539,DST,Full Time,Graduate,0,Others,,0 / Fresher,Nil,Campus,Others;FMCG;,Fresher,3 - 4 members,0,2,Business Loans,15-06-23,6129,390022,390007,0
EMP0803,DST,,,0,NBFC,,0 / Fresher,Nil,Referral,Used Car Loan,INR 5L - INR 10L,5 & Above members,,4,Sales,02-06-22,6115,382415,380009,0
EMP0492,DST,Full Time,Post Graduate,4.8,NBFC,Cholamandalam investment and finance company limited ,01-Feb,7K-10K,Referral,Housing Loans;MSME / SME Loans;,INR 15L and above,1 - 2 members,1,2,Affordable Housing,12-06-23,6077,678671,678001,0
EMP0390,DST,Full Time,Graduate,0,others,na,0 / Fresher,Nil,others,Others;,Fresher,5 & Above members,4,0,Mass Affluent Housing,28-07-22,6298,110065,110076,1
EMP0711,DST,,,0,NBFC,,0 / Fresher,Above 10K,External consultant,Used Car Loan,INR 10L and above,3 - 4 members,,2,Sales,09-06-22,2241,110032,110055,0
EMP0478,DST,Full Time,Graduate,3,Banking,Yes bank Ltd - Mehint ,01-Feb,Above 10K,Referral,Car Loans / Used Car Loans;Others;, INR 2L - INR 5L,3 - 4 members,1,3,Sales,25-10-21,6120,395005,395001,1
EMP0221,DST,Full Time,Post Graduate,8,NBFC,Esaf cooperative,01-Feb,3K-7K,Referral,Others;,INR 15L and above,5 & Above members,4,3,Mass Affluent Housing,13-02-23,6047,625534,625531,1
EMP0759,DST,,,0,NBFC,,0 / Fresher,Above 10K,Referral,Unsecure Business Loan,INR 10L and above,3 - 4 members,,3,Business Loans,26-09-22,2241,202392,110055,0
EMP0508,DST,Full Time,Post Graduate,15,Banking,Indica investment,01-Feb,3K-7K,Others,Others;Housing Loans;,INR 5L - INR 15L,5 & above members,2,3,Affordable Housing,20-12-21,6279,147001,141401,1
EMP0500,DST,Full Time,Post Graduate,6,NBFC,MHASPL SERVICES PRIVATE LIMITED ,03-May,Above 10K,Referral,Housing Loans;Personal Loans;,INR 15L and above,3 - 4 members,1,3,Sales,04-07-22,6003,515001,515004,1
EMP0325,DST,Full Time,Graduate,4,NBFC,Hero housing finance Ltd ,03-May,Above 10K,others,Housing Loans;MSME / SME Loans;,INR 15L and above,5 & Above members,5,0,Affordable Housing,24-07-23,6440,202391,245101,1
EMP0318,DST,Full Time,Graduate,4,NBFC,CHOLAMANDALAM INVESTMENT AND FINANCE COMPANY,01-Feb,Above 10K,Advertisement / Job Portal,Car Loans / Used Car Loans;Others;Personal Loans;,INR 15L and above,3 - 4 members,1,2,Secured Business Loan,30-05-22,6055,629252,629001,1
EMP0651,DST,Full Time,Post Graduate,9,NBFC,Toyota financial services Ltd ,03-May,Less than 3K,Referral,Car Loans / Used Car Loans;Others;,INR 5L - INR 15L,5 & Above members,1,3,Sales,17-11-22,6005,530024,530016,1
EMP0379,DST,Full Time,Graduate,1,NBFC,Hinduja Housing Finance Ltd,0 / Fresher,3K-7K,Referral,Housing Loans;MSME / SME Loans;,INR 50K and below,3 - 4 members,0,4,Affordable Housing,07-02-22,6114,585301,585201,0
EMP0706,DST,Full Time,Post Graduate,0,Others,,0 / Fresher,Nil,Others,Housing Loans;Others;,Fresher,5 & Above members,0,3,Mass Affluent Housing,02-02-22,6265,211007,211001,0
EMP0875,DST,,,,NBFC,,,Above 10K,Referral,Personal Loan, INR 2L - INR 5L,5 & Above members,,2,Sales,25-09-23,6266,160103,160022,0
EMP0738,DST,,,,NBFC,,,Above 10K,External consultant,Loan Against Property/ Secured Business Loan, INR 2L - INR 5L,5 & Above members,,2,Secured Business Loan,14-07-22,6115,382350,380009,0
EMP0627,DST,Full Time,Post Graduate,1,Banking,Icici bank,01-Feb,7K-10K,Others,Car Loans / Used Car Loans;Housing Loans;,INR 15L and above,5 & Above members,300000,2,Affordable Housing,06-02-23,6091,587203,587101,1
EMP0622,DST,Full Time,Graduate,0,Others,Fresher ,0 / Fresher,Nil,Campus,Others;Housing Loans;,Fresher,5 & Above members,20000,3,Affordable Housing,18-08-22,6280,140401,147001,0
EMP0353,DST,Full Time,Graduate,7,Banking,Jana small finance bank ,01-Feb,3K-7K,Consultant / Partners,Personal Loans;, INR 2L - INR 5L,3 - 4 members,1,2,Sales,20-06-22,6314,826001,828106,1
EMP0354,DST,Full Time,Graduate,0.6,others,Suvision Holdings Pvt Ltd,01-Feb,Less than 3K,Consultant / Partners,Others;,Fresher,3 - 4 members,1,2,Affordable Housing,20-06-22,6314,828301,828106,0
EMP0085,DST,Full Time,Post Graduate,1.4,NBFC,Bajaj Housing finance ,01-Feb,Above 10K,Referral,Housing Loans;,INR 15L and above,3 - 4 members,1,0,Affordable Housing,19-09-22,6160,421301,410201,1
EMP0346,DST,Full Time,Graduate,4,Banking,Axis Bank Ltd.,01-Feb,3K-7K,Advertisement / Job Portal,Others;,INR 5L - INR 15L,3 - 4 members,1,4,Mass Affluent Housing,20-02-23,6417,722138,722101,0
EMP0444,DST,Full Time,Graduate,3,NBFC,TATA CAPITAL HOUSING FINANCE LTD,01-Feb,Above 10K,Referral,Housing Loans;Others;,INR 5L - INR 15L,3 - 4 members,1,3,Mass Affluent Housing,12-06-23,6016,505455,505001,1
EMP0177,DST,Full Time,Graduate,4,Banking,Axis Bank limited ,01-Feb,Above 10K,Referral,Current / Savings account [CASA];Housing Loans;MSME / SME Loans;Personal Loans;Car Loans / Used Car Loans;,INR 15L and above,5 & Above members,2,3,Mass Affluent Housing,02-02-22,6230,474012,473781,0
EMP0413,DST,Part time,Graduate,3,others,JUNKAI TECHNOLOGYS,01-Feb,7K-10K,Referral,Others;,INR 50K and below,3 - 4 members,1,2,Secured Business Loan,17-11-23,6005,531035,530016,0
EMP0742,DST,,,,NBFC,,,Above 10K,Referral,Unsecure Business Loan,INR 10L and above,5 & Above members,,3,Business Loans,16-06-22,6113,583283,560052,1
EMP0046,DST,Full Time,Graduate,8,others,HDB finance ,03-May,3K-7K,Advertisement / Job Portal,Current / Savings account [CASA];Others;,INR 50K - INR 2L,3 - 4 members,1,2,Secured Business Loan,14-03-22,6333,500072,500016,1
EMP0212,DST,Full Time,Under Graduate,7,NBFC,Quess corp ltd,03-May,7K-10K,Referral,Car Loans / Used Car Loans;, INR 2L - INR 5L,3 - 4 members,1,3,Sales,14-09-23,6043,641004,641012,0
EMP0411,DST,Full Time,Graduate,5,NBFC,BAJAFINSERV COMPANY LTD,01-Feb,Above 10K,Referral,Others;,INR 50K - INR 2L,5 & Above members,4,1,Mass Affluent Housing,03-11-22,6315,761209,760001,0
EMP0764,DST,,,,NBFC,,,Less than 3K,Referral,Used Car Loan,Fresher,3 - 4 members,,3,Sales,09-06-22,2241,110053,110055,0
EMP0109,DST,Full Time,Graduate,1,others,Optum global services,01-Feb,3K-7K,Referral,Others;, INR 2L - INR 5L,1 - 2 members,4,2,Secured Business Loan,15-12-23,6333,500055,500016,1
EMP0887,DST,Full Time,Post Graduate,0,NBFC,,0 / Fresher,3K-7K,Referral,Housing Loan,INR 10L and above,5 & Above members,,4,Affordable Housing,08-09-22,6225,462022,462011,0
EMP0873,DST,,,,Others,,,Less than 3K,Referral,,Fresher,5 & Above members,,0,Affordable Housing,19-06-23,6311,174031,160062,0
EMP0519,DST,Full Time,Graduate,10,NBFC,Aditya Birla capital and housing finance ,03-May,Above 10K,Referral,Housing Loans;MSME / SME Loans;,INR 15L and above,5 & Above members,1,3,Secured Business Loan,09-02-22,6005,531035,530016,1
EMP0872,DST,,,3.25,NBFC,,03-May,3K-7K,Referral,Housing Loan,INR 10L and above,3 - 4 members,,0,Affordable Housing,07-02-22,6294,201007,201010,1
EMP0275,DST,Full Time,Graduate,2,Banking,Icici bank,01-Feb,Above 10K,Referral,Housing Loans;,INR 15L and above,3 - 4 members,20,2,Mass Affluent Housing,21-09-23,6035,600116,600010,0
EMP0458,DST,Full Time,Graduate,8,NBFC,Hdb finance,03-May,Above 10K,Consultant / Partners,Others;MSME / SME Loans;,INR 15L and above,3 - 4 members,4,4,Secured Business Loan,27-06-22,6000,516257,516001,1
EMP0172,DST,Full Time,Graduate,8,Banking,Equitas Small Finance Bank,03-May,3K-7K,Referral,Car Loans / Used Car Loans;,INR 50K and below,3 - 4 members,0,3,Sales,06-02-23,6039,600091,600045,0
EMP0042,DST,Full Time,Post Graduate,2,NBFC,Altum credo Home Finance pvt. Ltd,01-Feb,3K-7K,Referral,Housing Loans;,INR 5L - INR 15L,5 & Above members,40000,3,Secured Business Loan,16-01-23,6019,506002,506001,1
EMP0255,DST,Full Time,Graduate,6,Banking,Quess corp ltd,5+,Above 10K,Referral,Personal Loans;, INR 2L - INR 5L,5 & Above members,2,2,Sales,06-07-23,6043,641007,641012,0
EMP0232,DST,Full Time,Under Graduate,4,NBFC,Prayaan capital private limited ,01-Feb,3K-7K,Advertisement / Job Portal,MSME / SME Loans;,INR 5L - INR 15L,3 - 4 members,0,2,Secured Business Loan,01-09-22,6040,635808,623006,1
EMP0142,DST,Full Time,Graduate,1.2,Banking,ICICI BANK ,01-Feb,7K-10K,Consultant / Partners,Personal Loans;,INR 5L - INR 15L,1 - 2 members,1,2,Sales,10-11-22,6118,388180,388001,0
EMP0436,DST,Full Time,Diploma Holders,3,Banking,ICICI Bank Ltd ,03-May,3K-7K,Referral,Housing Loans;Others;,INR 5L - INR 15L,5 & above members,8,6,Affordable Housing,06-07-23,6130,302001,302001,0
EMP0204,DST,Full Time,Under Graduate,6.2,others,Urmilla Enterprises Pvt Ltd,01-Feb,Less than 3K,Referral,Others;,Fresher,5 & Above members,30000,3,Budget Housing,10-11-23,6032,606604,606601,1
EMP0724,DST,,,0,NBFC,,0 / Fresher,Nil,Referral,Housing Loan,INR 10L and above,5 & Above members,,0,Affordable Housing,08-12-23,6430,302012,302017,0
EMP0420,DST,Full Time,Graduate,3,Banking,HDFC Life ,01-Feb,3K-7K,Consultant / Partners,Current / Savings account [CASA];Others;,INR 5L - INR 15L,3 - 4 members,1,3,Affordable Housing,05-01-23,6404,152031,152026,0
EMP0158,DST,Full Time,Graduate,7,Banking,YES BANK LTD ,01-Feb,Above 10K,others,Car Loans / Used Car Loans;, INR 2L - INR 5L,3 - 4 members,1,3,Sales,18-07-22,6030,605004,605005,1
EMP0532,DST,Full Time,Graduate,6.5,NBFC,Magica bricks DSA,01-Feb,Above 10K,Consultant / Partners,Housing Loans;MSME / SME Loans;,INR 15L and above,5 & Above members,1,5,Mass Affluent Housing,01-08-22,6081,560064,560092,0
EMP0585,DST,Full Time,Graduate,6,Banking,AU SMALL FINANCE BANK ,03-May,Above 10K,Direct Application,MSME / SME Loans;Housing Loans;,INR 15L and above,3 - 4 members,3,1,Mass Affluent Housing,24-03-22,2165,110059,201301,1
EMP0414,DST,Part time,Diploma Holders,13,Non NBFC,Cholamandalam investment and finance co Ltd ,5+,Above 10K,Referral,Housing Loans;,INR 5L - INR 15L,3 - 4 members,0,3,Secured Business Loan,24-11-23,6029,631004,602001,0
EMP0703,DST,Full Time,Graduate,3,Banking,Axis Bank,01-Feb,3K-7K,Advertisement / Job Portal,Housing Loans;Current / Saving account [CASA];,INR 5L - INR 15L,5 & Above members,1,4,Mass Affluent Housing,07-02-22,6299,201009,110095,0
EMP0223,DST,Full Time,Graduate,11,NBFC,Kotak Mahindra prime ltd,01-Feb,7K-10K,others,Car Loans / Used Car Loans;,INR 15L and above,5 & Above members,1,5,Sales,26-05-22,6048,621316,620001,1
EMP0528,DST,Full Time,Graduate,0,Others,Nill,0 / Fresher,Nil,Referral,Housing Loans;MSME / SME Loans;,Fresher,5 & Above members,2,3,Mass Affluent Housing,31-01-22,6257,273212,226001,0
EMP0039,DST,Part time,Graduate,6,NBFC,IDFC first bank ,01-Feb,Above 10K,Referral,MSME / SME Loans;,INR 5L - INR 15L,5 & Above members,3,0,Business Loans,01-08-22,6291,110044,121002,0
EMP0184,DST,Full Time,Graduate,4,Banking,Quess corporation @ AXIS BANK,03-May,3K-7K,Referral,Others;, INR 2L - INR 5L,3 - 4 members,2,2,Secured Business Loan,16-02-23,6030,605602,605005,0
EMP0496,DST,Full Time,Post Graduate,3.6,Banking,HDB FINANCE SERVICE ,01-Feb,7K-10K,Others,Personal Loans;Others;,INR 5L - INR 15L,1 - 2 members,2,2,Secured Business Loan,27-06-22,6001,518003,518001,0
EMP0123,DST,Full Time,Post Graduate,3,others,Bajaj finaerv,01-Feb,7K-10K,Referral,Others;,INR 50K - INR 2L,3 - 4 members,1,2,Mass Affluent Housing,09-01-23,6019,506006,506001,0
EMP0108,DST,Full Time,Post Graduate,1.5,NBFC,Hdb finance ,01-Feb,Above 10K,Advertisement / Job Portal,MSME / SME Loans;,INR 15L and above,3 - 4 members,0,4,Business Loans,17-08-23,6040,632001,623006,1
EMP0270,DST,Full Time,Under Graduate,1,NBFC,IDFC FIRS BANK,01-Feb,Above 10K,Referral,MSME / SME Loans;Others;,INR 5L - INR 15L,5 & Above members,2,6,Business Loans,17-08-23,6058,637301,638011,0
EMP0066,DST,Full Time,Graduate,5,Banking,IDFCFIRST Bank ,01-Feb,3K-7K,Referral,Housing Loans;Others;,INR 5L - INR 15L,3 - 4 members,0,3,Affordable Housing,12-12-23,6212,800013,800001,0
EMP0281,DST,Full Time,Post Graduate,4.5,Banking,IDFC FIRST BANK LIMITED ,01-Feb,Above 10K,Advertisement / Job Portal,Personal Loans;,INR 15L and above,3 - 4 members,1,3,Sales,10-10-22,6059,636010,636004,1
EMP0720,DST,,,,NBFC,,,Above 10K,Referral,Housing Loan,INR 50K and below,5 & Above members,,5,Mass Affluent Housing,22-11-21,6256,226028,226010,1
EMP0167,DST,Full Time,Post Graduate,5,NBFC,Tvs credit services limited ,5+,Above 10K,Consultant / Partners,Car Loans / Used Car Loans;,INR 5L - INR 15L,1 - 2 members,1,2,Sales,20-07-23,6043,641048,641012,1
EMP0497,DST,Full Time,Graduate,2,Others,365 Loans Hub,01-Feb,Nil,Referral,Personal Loans;Others;,INR 5L - INR 15L,3 - 4 members,1,2,Sales,01-06-23,6005,530017,530016,0
EMP0847,DST,Full Time,Graduate,2,NBFC,,0 / Fresher,3K-7K,Referral,Personal Loan,INR 10L and above,5 & Above members,,0,Sales,22-12-23,6266,140301,160022,1
EMP0111,DST,Full Time,Post Graduate,2,NBFC,Aadhar Housing Finance ltd,01-Feb,Above 10K,Referral,Housing Loans;,INR 15L and above,3 - 4 members,3,0,Mass Affluent Housing,27-04-23,6354,226015,226014,0
EMP0150,DST,Full Time,Graduate,5,others,Akanksha Tourism & Logistics,01-Feb,3K-7K,Referral,Others;,INR 15L and above,3 - 4 members,0,3,Affordable Housing,07-04-22,2180,413004,411004,0
EMP0612,DST,Full Time,Graduate,5,NBFC,BAJAJ FINSERV LTD,01-Feb,7K-10K,Others,Personal Loans;MSME / SME Loans;, INR 2L - INR 5L,3 - 4 members,1,3,Mass Affluent Housing,01-12-21,6002,518360,518301,1
EMP0551,DST,Full Time,Graduate,4,NBFC,Tata,03-May,Above 10K,Direct Application,Housing Loans;MSME / SME Loans;,INR 15L and above,3 - 4 members,4,4,Affordable Housing,02-01-23,6351,110068,110019,0
EMP0547,DST,Full Time,Graduate,1.01,NBFC,RBL FINSERVE LIMITED ,01-Feb,3K-7K,Others,Housing Loans;MSME / SME Loans;,INR 15L and above,5 & Above members,0,3,Affordable Housing,03-04-23,6468,276124,276001,0
EMP0048,DST,Full Time,Graduate,4,Banking,IDFC FIRST BANK ,01-Feb,Less than 3K,Consultant / Partners,Housing Loans;MSME / SME Loans;, INR 2L - INR 5L,3 - 4 members,2,2,Affordable Housing,23-02-23,6387,391510,389350,0
EMP0710,DST,Full Time,Graduate,3.833333333,Others,,03-May,Above 10K,Referral,Housing Loan,INR 10L and above,5 & Above members,,2,Mass Affluent Housing,23-06-22,6326,500016,500014,1
EMP0088,DST,Full Time,Post Graduate,4,NBFC,muthoot fincorp ltd,03-May,7K-10K,others,MSME / SME Loans;, INR 2L - INR 5L,5 & Above members,1,5,Secured Business Loan,09-08-21,2215,223103,400067,0
EMP0406,DST,Full Time,Graduate,1,Banking,KOTAK MAHINDRA BANK LTD,03-May,7K-10K,Consultant / Partners,Housing Loans;,INR 15L and above,5 & Above members,2,3,Affordable Housing,12-12-22,6428,380021,382405,0
EMP0916,DST,Full Time,Graduate,0,NBFC,,0 / Fresher,Above 10K,External consultant,Loan Against Property/ Secured Business Loan,INR 10L and above,3 - 4 members,,4,Secured Business Loan,06-06-22,6020,500059,500029,1
EMP0561,DST,Full Time,Graduate,9,Banking,Hdb finance services limited ,01-Feb,7K-10K,Referral,Car Loans / Used Car Loans;Others;,INR 50K and below,3 - 4 members,2,2,Sales,27-10-22,6292,847224,201301,0
EMP0316,DST,Full Time,Graduate,4,Banking,Equitas small Finance Bank,0 / Fresher,Above 10K,Referral,Others;,INR 50K - INR 2L,5 & Above members,2,5,Mass Affluent Housing,18-05-23,6048,613104,620001,0
EMP0183,DST,Full Time,Graduate,5,Banking,IDFC FIRST BANK ,03-May,Less than 3K,others,Current / Savings account [CASA];,INR 50K - INR 2L,3 - 4 members,1,2,Sales,05-09-22,6292,244221,201301,1
EMP0144,DST,Full Time,Graduate,1.5,Banking,Aditya Birla housing capital ,5+,Above 10K,Direct Application,MSME / SME Loans;,INR 50K - INR 2L,1 - 2 members,1,2,Secured Business Loan,10-11-23,6252,202001,202001,1
EMP0356,DST,Full Time,Post Graduate,5,NBFC,AXIS BANK,03-May,7K-10K,Consultant / Partners,Housing Loans;,INR 15L and above,5 & Above members,0,5,Affordable Housing,18-10-21,6229,474006,474011,1
EMP0244,DST,Full Time,Post Graduate,9,Banking,ICICI Bank Calibehr business solutions pvt Ltd ,5+,Nil,others,Others;,INR 50K - INR 2L,1 - 2 members,2,3,Mass Affluent Housing,17-04-23,6048,624302,620001,0
EMP0580,DST,Full Time,Graduate,3,Banking,UJJIVAN SMALL FINANCE BANK,01-Feb,3K-7K,Advertisement / Job Portal,Others;Personal Loans;, INR 2L - INR 5L,3 - 4 members,0,2,Mass Affluent Housing,28-02-22,6215,780135,781007,0
EMP0004,DST,Full Time,Graduate,5,NBFC,Kogta financial services,01-Feb,Above 10K,others,MSME / SME Loans;Personal Loans;,INR 15L and above,3 - 4 members,1,4,Secured Business Loan,29-12-21,6181,414001,414001,1
EMP0763,DST,,,0,NBFC,,0 / Fresher,Above 10K,Referral,Housing Loan,INR 50K and below,3 - 4 members,,2,Mass Affluent Housing,17-04-23,6156,400066,402109,1
EMP0321,DST,Full Time,Graduate,5,Banking,Idfc First Bank,5+,Above 10K,Advertisement / Job Portal,Personal Loans;MSME / SME Loans;,INR 15L and above,3 - 4 members,1,2,Sales,13-10-22,6059,636309,636004,1
EMP0474,DST,Full Time,Post Graduate,5,NBFC,Muthoot finance,03-May,Above 10K,Consultant / Partners,Car Loans / Used Car Loans;Others;,INR 15L and above,3 - 4 members,1,3,Mass Affluent Housing,02-05-22,6525,560026,560025,1
